source,target,weight,street_name,highway_type,oneway,maxspeed,length_meters
690,688,80,York Avenue,secondary,False,N/A,80.13
688,690,80,York Avenue,secondary,False,N/A,80.13
690,691,87,York Avenue,secondary,False,N/A,86.85
691,690,87,York Avenue,secondary,False,N/A,86.85
691,692,86,York Avenue,secondary,False,N/A,86.38
692,691,86,York Avenue,secondary,False,N/A,86.38
691,690,87,York Avenue,secondary,False,N/A,86.85
690,691,87,York Avenue,secondary,False,N/A,86.85
691,693,216,East 79th Street,secondary,False,25 mph,216.01
693,691,216,East 79th Street,secondary,False,25 mph,216.01
691,694,228,East 79th Street,secondary,False,25 mph,228.00
694,691,228,East 79th Street,secondary,False,25 mph,228.00
